task,unit,n_windows,n_errors,signal,eaurc,capture@0.05,capture@0.1,capture@0.2
sen1floods11,chip28,256,5,"weighted disagreement (olmoearth_large, same family)",0.011749507391584701,0.42142857142857143,0.4523809523809524,0.5119047619047619
sen1floods11,chip28,256,5,weighted disagreement (galileo_base),0.01945405137772355,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip28,256,5,weighted disagreement (panopticon),0.01554780137772355,0.23464566929133857,0.2755905511811024,0.3543307086614173
sen1floods11,chip28,256,5,combination conf+weighted disagreement (U+),0.0012666307923602628,0.6,0.8,0.8
sen1floods11,chip29,256,8,confidence (OlmoEarth),0.004168128881333307,0.625,0.75,0.875
sen1floods11,chip29,256,8,constant score,0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,disagreement (selected partner),0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,weighted disagreement (selected partner),0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,accuracy-weighted vote (all outside partners),0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,"weighted disagreement (olmoearth_nano, same family)",0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,"weighted disagreement (olmoearth_tiny, same family)",0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,"weighted disagreement (olmoearth_large, same family)",0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,weighted disagreement (galileo_base),0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,weighted disagreement (panopticon),0.030695597090425165,0.05078125,0.1015625,0.19921875
sen1floods11,chip29,256,8,combination conf+weighted disagreement (U+),0.004168128881333307,0.625,0.75,0.875
sen1floods11,chip30,256,20,confidence (OlmoEarth),0.036815172338789885,0.2,0.45,0.55
sen1floods11,chip30,256,20,constant score,0.07483813058118392,0.05078125,0.1015625,0.19921875
sen1floods11,chip30,256,20,disagreement (selected partner),0.06820735428230056,0.13214285714285715,0.17857142857142855,0.2678571428571429
sen1floods11,chip30,256,20,weighted disagreement (selected partner),0.068238112394694,0.13214285714285715,0.17857142857142855,0.2678571428571429
sen1floods11,chip30,256,20,accuracy-weighted vote (all outside partners),0.06572277846013429,0.16376518218623481,0.20850202429149797,0.29453441295546556
